   0,   0,   0,   0,   0,   0,   0,   1,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  10
   0,   0,   0,   0,   0,   1,  28,  97,  95,  91,  93, 105
   0,   0,   0,   0,   0,   0,  31,  92, 101, 113, 126, 129
   0,   0,   0,   0,   0,   0,  52, 101, 100, 108, 105, 134
   0,   0,   0,   0,   0,  10, 106, 102, 103, 113, 109, 136
   0,   0,   0,   0,   3,  85,  98,  92, 107, 110, 109, 104
   0,   0,   0,   0,  71, 102, 100, 100, 105, 106,  99, 113
   0,   0,  32,  87,  91,  93,  96, 102, 105, 101, 102, 118
  99,  89,  88,  90,  96,  99, 119, 132, 106, 105, 113, 130
 116, 119, 120, 123, 129, 131, 132, 130, 121, 114, 122, 126
  79,  99, 111, 117, 116, 108,  97,  34,  32, 119, 120, 118
