   0,   0,   0,   0,   0,   0,   0,   0,   9,   0,   0,  12
   0,   0,   0,   0,   0,   0,   0,   0,   5,   2,   3,  54
   0,   0,   0,   0,   0,   0,   0,  17,  41,  48,  54, 106
   0,   0,   0,   0,   0,   0,   0,  30,  43,  58,  72, 111
   0,   0,   0,   0,   0,   0,  13,  43,  50,  59,  62, 110
   0,   0,   0,   0,   0,   0,  22,  49,  51,  64,  63, 111
   0,   0,   0,   0,   0,  15,  49,  46,  57,  62,  57,  92
   0,   0,   0,   0,  15,  44,  48,  50,  59,  59,  55,  74
   0,   0,   8,  31,  43,  45,  47,  55,  69,  55,  56,  70
  42,  47,  44,  53,  60,  67,  71,  77,  67,  37,  63,  85
  48,  50,  50,  55,  63,  68,  83,  83,  49,  43,  65,  81
  35,  50,  57,  67,  72,  73,  64,  36,   9,  31,  65,  66
