   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   4,   5,   3,   1,   3,   3,   1,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   2,  15,  20,  22,  16,  12,  13,  16,  15,  14,  12,   5,   5
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   6,  25,  37,  36,  28,  29,  30,  31,  31,  30,  23,   7,   1
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,  29,  50,  46,  34,  32,  37,  40,  35,  37,  29,   4,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,  13,  33,  67,  57,  51,  60,  56,  56,  50,  49,  40,  12,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   1,  17,  37,  71,  58,  59,  79,  79,  76,  74,  75,  68,  36,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   5,  21,  48,  74,  54,  61,  76,  78,  75,  77,  77,  80,  50,   9
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  16,  26,  59,  69,  52,  65,  78,  78,  74,  77,  75,  83,  48,   7
   0,   0,   0,   0,   0,   0,   0,   0,   0,   9,  24,  32,  72,  62,  52,  69,  79,  79,  75,  78,  75,  83,  48,   5
   0,   0,   0,   0,   0,   0,   0,   0,   5,  21,  33,  49,  68,  54,  58,  73,  79,  78,  74,  78,  72,  78,  54,   2
   0,   0,   0,   0,   0,   0,   0,   3,  17,  31,  38,  63,  58,  52,  69,  74,  81,  77,  73,  77,  72,  76,  73,   3
   0,   0,   0,   0,   0,   0,   3,  13,  27,  39,  54,  61,  52,  60,  74,  75,  79,  75,  74,  76,  71,  73,  85,  10
   0,   0,   0,   0,   0,   5,  13,  24,  39,  50,  63,  53,  58,  71,  72,  75,  78,  74,  74,  75,  73,  71,  89,  25
   0,   0,   0,   3,   7,  16,  29,  40,  42,  57,  58,  54,  69,  70,  71,  74,  76,  74,  74,  74,  75,  69,  86,  54
   6,   8,  11,  17,  26,  37,  42,  41,  48,  57,  55,  65,  73,  71,  72,  75,  76,  72,  71,  75,  74,  66,  75,  77
  26,  29,  31,  34,  35,  33,  42,  50,  51,  57,  65,  71,  71,  73,  73,  75,  77,  69,  72,  77,  76,  72,  72,  79
  33,  33,  32,  31,  38,  44,  50,  54,  59,  67,  70,  72,  71,  73,  73,  76,  77,  72,  78,  79,  78,  76,  73,  72
  38,  43,  45,  46,  47,  51,  57,  63,  70,  69,  71,  74,  73,  77,  73,  76,  79,  71,  71,  74,  75,  72,  69,  66
  38,  52,  57,  62,  66,  69,  70,  71,  73,  73,  75,  73,  68,  68,  62,  53,  61,  66,  69,  72,  76,  73,  70,  67
  49,  60,  57,  58,  59,  60,  60,  61,  61,  60,  60,  55,  46,  36,  33,  37,  55,  77,  77,  67,  70,  70,  66,  63
  38,  40,  42,  47,  49,  49,  47,  44,  42,  40,  38,  37,  37,  36,  39,  35,  38,  67,  67,  55,  53,  53,  49,  51
  39,  38,  39,  43,  43,  42,  40,  39,  39,  38,  37,  42,  35,  24,  27,  27,  18,  52,  48,  28,  39,  41,  37,  43
   8,  13,  19,  27,  31,  32,  31,  31,  30,  28,  23,  27,  27,  20,  13,   7,   0,  11,  31,  26,  31,  37,  33,  40
   0,   0,   0,   0,   3,   6,   9,  10,  10,  10,   7,   3,   2,   0,   0,   0,   0,   0,   6,   8,  11,  16,  15,  20
