   0,   0,   0,   0,   0,   0,   0,   5,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,  13,   0,   0,  10,  45
   0,   0,   0,   0,   0,   0,   0,  22,   0,   0,  16,  59
   0,   0,   0,   0,   0,   0,  17,  18,   0,   0,   7,  57
   0,   0,   0,   0,   0,   0,  17,   0,   0,   0,   0,  63
   0,   0,   0,   0,   0,   0,   6,   0,   0,   0,   0,  51
   1,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  53
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  40
   2,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  30
  12,  11,   6,   5,   8,  12,  21,  12,   0,  14,   2,  34
   1,   0,   5,   8,   9,   5,   7,   6,   0,  16,  14,  35
   0,   0,   0,   0,   0,   0,   0,   0,   0,  10,   0,   6
