   0,   0,   0,   0,  16,  68,   0,   0,   6,   1,   0,   0,   0,   1,   0,   0,   0,   0,   0,   0,   0,   0,  64,  65,   0,   0,   0,   0
   0,   0,  16,  93, 109, 104,  86,  28,   0,   0,   0,   3,   0,   0,   0,   1,   1,   1,   0,   0,   0,  54, 113, 125, 131,  41,   0,   0
   0,   0,   4,  80,  80,  62,  67, 168, 105,   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  97, 115,  94,  64,  60,  78,   9,   0,   0
   0,   0,   0,  35,  78,  62,  56,  38, 237, 194,  68,  19,   0,   0,   0,   0,  14,  93, 205, 184,  59,  62,  68,  67,  72,   0,   0,   0
   0,   0,   0,  16,  75,  64,  60,  52,  14, 147, 255, 211, 166, 170, 170, 182, 238, 253, 136,  25,  62,  67,  65,  75,  59,   0,   0,   0
   0,   0,   0,   9,  80,  56,  64,  59,  57,  16,  57, 171, 155, 161, 182, 144, 160,  62,  20,  60,  64,  59,  59,  73,  54,   0,   0,   0
   0,   0,   0,   0,  67,  59,  56,  64,  52,  54,  44,  49,  64,  46,  93,  76,  62,  41,  56,  59,  57,  62,  59,  78,  48,   0,   0,   0
   0,   0,   0,   0,  62,  57,  60,  52,  60,  52,  56,  56,  51, 105, 109,  85,  43,  56,  57,  56,  60,  62,  62,  78,  46,   0,   0,   0
   0,   0,   0,   0,  65,  56,  56,  57,  56,  56,  57,  57,  51,  56,  67,  57,  57,  54,  59,  57,  59,  60,  59,  75,  57,   0,   0,   0
   0,   0,   0,   0,  65,  60,  54,  56,  57,  57,  54,  62,  48,  76, 123,  59,  56,  56,  57,  59,  62,  57,  64,  73,  72,   0,   0,   0
   0,   0,   0,   9,  68,  54,  57,  56,  56,  59,  59,  56,  46,  85,  68,  59,  59,  59,  59,  57,  60,  57,  67,  67,  83,   4,   0,   0
   0,   0,   0,  24,  70,  48,  59,  57,  57,  56,  52,  65,  51,  59, 142,  43,  60,  54,  57,  59,  59,  60,  62,  70,  94,  33,   0,   0
   0,   0,   0,  59,  65,  56,  59,  59,  59,  57,  65,  56,  60,  72,  88,  67,  54,  56,  57,  57,  57,  65,  67,  73,  81,  80,   0,   0
   0,   0,   0,  80,  56,  62,  57,  59,  57,  59,  62,  64,  49,  54, 125,  38,  62,  56,  54,  56,  60,  64,  72,  72,  73, 115,   0,   0
   0,   0,  27,  83,  51,  59,  59,  59,  59,  60,  62,  64,  57,  93, 113,  73,  59,  60,  57,  59,  64,  67,  73,  85,  65, 125,  27,   0
   0,   0,  59,  72,  57,  60,  59,  59,  59,  56,  65,  67,  52,  52,  93,  64,  62,  62,  60,  62,  67,  73,  76,  86,  67, 144,  54,   0
   0,   0,  67,  76,  60,  68,  65,  67,  68,  72,  78,  80,  73,  86, 176, 109,  57,  72,  70,  70,  73,  80,  89,  91,  76, 152,  73,   0
   0,   0,  88,  94,  70,  73,  76,  78,  78,  81,  83,  75,  72,  89,  67,  57,  70,  76,  78,  80,  78,  85,  96, 109,  97, 153,  93,   0
   0,   0,  78, 105,  81,  91,  89,  91,  94,  96,  81,  88,  68,  78, 157,  72,  88,  78,  88,  97,  99, 104, 112, 125, 113, 155,  86,   0
   0,   0,  52, 128,  89,  97, 101, 101, 102, 102,  88,  81,  70, 117, 131,  97,  78,  80,  94, 107, 115, 120, 129, 129, 115, 153,  62,   0
   0,   0,  25, 133, 101, 109, 110, 104,  97,  91,  85,  80,  68,  62,  93,  51,  83,  86,  89, 101, 118, 126, 136, 128, 113, 157,  40,   0
   0,   0,  11, 117,  96, 104,  99,  97,  94,  88,  85,  80,  73,  99, 186,  96,  73,  88,  93, 102, 115, 123, 128, 123, 115, 155,  22,   0
   0,   0,   1, 115,  91,  91,  89,  91,  86,  85,  76,  72,  60, 121, 139,  70,  80,  94,  94, 101, 112, 117, 120, 118, 118, 152,   0,   0
   0,   0,   0, 107,  85,  76,  73,  76,  70,  70,  76,  75,  60,  78, 120,  48,  94,  89,  86,  96, 104, 109, 110, 110, 115, 150,   0,   0
   0,   0,   0, 110,  93,  78,  78,  78,  76,  73,  81,  96,  97, 113, 134,  89, 107, 105,  96,  97, 102, 109, 109, 110, 113, 144,   0,   0
   0,   0,   0,  86,  93,  83,  91,  88,  88,  86,  89,  97, 102, 101,  99, 110, 110, 109, 110, 110, 112, 117, 115, 110, 123, 125,   0,   0
   0,   0,   0,  78,  94,  81,  86,  86,  88,  86,  88,  88,  93,  94,  97,  99,  93,  99, 101, 109, 117, 120, 117, 113, 137, 134,   0,   0
   0,   0,   0,  54,  62,  52,  54,  54,  56,  59,  57,  54,  57,  62,  59,  56,  56,  59,  68,  75,  76,  75,  80,  75,  86,  97,   0,   0
