   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  41,  13,   0,  46, 106,  14,   0,   7,  60,   0,   0,   0,   1,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0, 119,  83, 138,  50,   0,   0,  13,   0,   0,  65, 101,  81, 101,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,  46, 130, 122, 118, 136, 151,  56,   0,  75, 169, 154, 135, 127, 135,  26,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0, 120, 157, 140, 142, 165, 193, 160,   7, 173, 182, 158, 145, 145, 162,  84,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,  60,  93, 117,  60,  60, 105, 140,  71, 145, 111,  61,  68, 124,  86,  46,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,  56,  54,  54,  64,  52,  89, 201,  51, 180, 101,  61,  64,  49,  65,  53,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,  63,  81,  31,  57,  65,  42,  84, 175,  95,  38,  74,  34,  32,  82,  67,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,  62,  83,  18,  37,  74,  42, 104, 117, 124,  46,  82,  29,  24,  81,  69,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   2,  72,  86,  10,  40,  79,  85, 215,  23, 182, 126,  82,  39,  16,  84,  76,   3,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   4,  60,  85,   6,   2,  18,  54,  84,  74,  78,  65,  19,   1,   3,  80,  60,   7,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,  10,   0,   4,  39, 136, 156,  90, 145, 151,  72,  15,   1,  15,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,  30,  94, 130,   0,  20,  87, 105,  25,   0,   0,  92,  98,  23,   0, 136, 109,  57,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   7,   7,   0,  54,  50, 103,   0,  18, 106,  52,  38,  93,   0,   1,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   6,  63, 130,   0, 146, 128, 198, 138, 136, 215, 156, 129, 214,  14,   2,  56,  93,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,  20,  53, 107,  12, 140, 120, 157, 143, 130, 137, 130, 102, 195,  42,  24, 102, 116,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,  15,  87,  98,  10, 113,  82, 127, 107,  97, 141, 103,  79, 140,  60,   5,  79,  57,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,  39, 171, 136, 136, 139, 142, 134, 143, 141, 158, 117,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   1,   3,   0,  65, 180, 135, 154, 143, 140, 148, 157, 139, 159, 153,   0,   0,   2,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   3,   0,  94, 254, 211, 217, 226, 227, 223, 228, 223, 239, 189,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,  26,  70,  47,  51,  51,  48,  46,  49,  46,  54,  49,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   3,   0,  87, 203, 156, 165, 139, 145, 148, 146, 145, 187, 169,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   4,   0,  90, 212, 196, 197, 223, 227, 222, 222, 198, 208, 189,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   2,   0,  63, 168, 127, 162, 134, 126, 167, 165, 129, 168,  95,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,  42,  35,   0, 129,  58,  57,  84,  56,   0, 117,  57,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   3,   0,  62, 114,  76, 190,  20,  73, 157, 108,  39, 157,  87,   0,   0,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   2,   0,  18,  73,  32, 147,   7,  73, 119,  31,  15,  72,  67,   0,   1,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   2,   0,  15,  93,  70, 128,   0,  34, 143,  95,  21, 158,  50,   0,   1,   0,   0,   0,   0,   0,   0
   0,   0,   0,   0,   0,   0,   0,   0,   0,   0,  89, 106,  87, 103,  97,  86,  97, 100, 113,  19,   0,   2,   0,   0,   0,   0,   0,   0
