0.00,0.00,0.00,0.00,0.00,0.46,0.00,4.49,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,1.19,0.00,0.00,0.00,0.00,0.00,29.26
0.00,0.00,0.00,0.00,0.00,5.24,87.36,293.72,285.09,274.64,278.78,317.03
0.00,0.00,0.00,0.00,0.58,1.16,94.11,276.07,304.99,338.55,379.37,388.50
0.00,0.00,0.00,0.07,0.68,0.00,155.68,304.79,301.66,324.92,316.92,404.54
0.00,0.00,0.00,0.00,0.00,30.24,319.13,306.31,310.84,341.07,328.84,408.81
0.51,0.05,0.00,0.00,8.63,255.50,296.55,276.83,322.62,331.71,328.07,313.97
1.26,0.00,0.00,0.00,214.77,306.74,300.53,299.36,316.92,318.35,299.15,339.85
0.00,0.00,97.54,262.43,273.35,278.74,289.88,307.80,314.84,303.15,306.42,355.08
300.34,268.10,265.05,273.57,289.01,300.90,361.75,399.82,319.39,317.36,341.10,393.28
349.85,359.91,363.02,371.72,388.72,396.75,399.78,391.42,366.03,344.31,371.35,381.28
239.82,298.93,334.89,351.98,350.85,325.96,292.69,102.78,96.87,358.56,361.80,357.86
