0.07,0.07,0.07,0.07,0.07,1.22,0.00,20.06,0.00,0.07,0.07,0.07
0.07,0.07,0.07,0.07,0.07,3.07,0.00,44.02,0.00,0.00,32.29,140.54
0.07,0.07,0.07,0.07,0.07,3.04,0.00,71.97,0.00,0.00,49.68,179.10
0.07,0.07,0.07,0.07,0.56,0.00,54.16,57.34,0.00,0.00,19.53,173.70
0.07,0.07,0.20,0.83,0.00,0.00,55.91,0.00,0.00,0.00,0.00,190.33
0.07,0.33,0.00,0.00,0.00,0.00,20.59,0.00,0.00,0.00,0.00,154.09
3.91,0.00,0.26,0.00,0.00,1.33,0.00,0.00,0.00,0.00,0.00,162.85
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,121.49
7.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.27
34.89,31.55,18.74,15.68,24.20,34.90,64.17,35.46,0.00,43.53,6.48,102.67
2.10,0.00,14.19,24.78,25.06,14.56,19.84,15.41,0.00,47.82,42.43,106.55
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.50,0.00,29.88,0.00,15.65
