0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,-0.32,-0.11,-2.90,-30.04,-44.94,-12.20,24.97,28.05,3.01,0.00,0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.42,-2.65,-2.66,-28.48,-96.94,-102.71,-29.26,5.14,13.77,-4.02,-21.03,-11.42,-9.99,2.60,39.70
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.35,-2.23,-7.92,-76.47,-145.84,-123.06,-15.47,16.23,3.35,2.03,7.32,6.54,10.32,50.13,121.94
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.27,-1.50,-24.11,-145.18,-213.22,-151.34,-45.28,3.85,-18.52,-9.22,-11.53,-4.30,11.49,90.81,167.56
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.56,-1.21,-43.85,-188.86,-229.62,-103.94,-29.62,24.99,-1.33,1.65,-5.51,-12.50,27.76,158.42,233.41
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.12,-2.60,-0.27,-60.99,-204.40,-191.30,-13.39,57.14,131.94,122.69,138.78,153.47,135.98,171.86,298.53,327.74
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.32,-0.66,-3.79,-119.20,-232.08,-153.66,1.26,74.43,126.88,134.44,162.44,182.41,185.21,225.35,328.29,344.88
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.90,0.14,-18.36,-191.98,-241.25,-82.62,33.13,96.80,125.30,136.11,156.98,172.32,171.71,206.73,300.62,317.03
0.00,0.00,0.00,0.00,-0.04,-0.32,-0.27,-0.98,-1.09,-5.68,-112.20,-239.30,-188.38,-20.55,48.26,111.02,127.18,147.21,159.70,177.47,187.46,194.94,295.83,307.34
0.00,0.00,0.00,0.00,-0.10,-0.16,-1.07,-0.39,-3.46,-61.41,-212.77,-211.03,-103.06,43.83,64.73,135.89,123.64,157.10,158.00,187.56,195.63,175.72,284.47,340.12
0.00,0.00,0.00,0.00,-0.38,-0.90,-1.85,-1.91,-39.79,-165.42,-219.83,-149.77,-1.91,54.67,116.31,137.89,131.53,152.84,164.57,201.54,197.29,176.40,283.22,342.53
0.00,0.00,-0.08,-0.64,-0.67,-0.38,-3.06,-33.81,-135.30,-216.05,-166.81,-63.75,49.34,71.78,155.52,136.29,136.02,160.72,182.93,201.94,197.68,179.36,274.24,309.45
-2.46,1.34,2.51,0.15,-0.56,-4.79,-49.55,-126.74,-178.23,-165.30,-89.45,35.42,67.26,145.35,146.57,137.47,139.33,174.48,189.32,196.62,180.40,159.60,202.05,286.54
-0.19,1.65,1.97,-1.59,-27.53,-75.85,-116.06,-145.60,-147.94,-90.94,13.58,48.89,113.84,156.24,136.71,131.41,144.55,179.41,186.97,183.16,172.94,174.91,150.82,276.95
-35.93,-37.03,-40.50,-51.96,-59.99,-91.98,-114.81,-121.32,-85.78,-5.08,52.83,92.91,146.68,149.39,144.75,143.55,160.40,185.95,185.29,170.42,171.18,174.78,148.02,231.56
-49.48,-39.41,-29.67,-35.01,-52.20,-81.09,-94.50,-60.04,-9.80,50.27,96.59,141.01,146.96,153.03,154.08,159.46,178.50,175.56,171.05,164.51,153.40,160.47,151.48,199.42
-52.15,-25.30,-30.25,-40.30,-64.00,-65.49,-41.41,19.32,68.00,112.64,136.72,144.09,149.06,150.10,151.83,142.46,165.21,174.21,175.07,171.96,156.93,175.24,167.71,218.58
-68.39,-44.60,-42.67,-29.92,-9.16,29.19,65.59,99.49,123.34,137.58,132.04,144.58,141.78,148.52,149.01,172.13,216.05,179.75,156.49,164.50,157.83,170.38,162.89,221.61
-75.88,13.25,71.87,100.90,117.61,126.94,132.82,133.80,132.06,136.96,143.15,151.21,169.65,221.84,241.31,231.98,210.48,116.53,59.58,118.58,150.23,164.49,167.37,238.11
36.35,133.85,149.06,148.31,135.49,138.15,151.92,165.46,176.88,187.24,200.43,210.83,213.53,222.14,238.19,219.19,156.32,93.39,51.39,90.06,185.10,198.57,200.30,264.93
85.82,135.37,131.94,130.58,127.72,136.72,150.81,160.86,169.59,176.81,174.50,188.16,209.48,218.09,222.25,243.18,153.10,113.19,123.19,136.19,177.41,205.07,199.20,252.79
117.36,151.03,153.60,156.81,150.83,156.99,164.19,172.10,182.01,197.18,198.38,211.10,246.92,257.69,255.86,232.95,124.72,37.55,87.42,79.46,157.76,170.19,164.11,206.15
69.14,109.17,134.94,156.10,164.11,175.65,192.13,207.06,217.52,223.70,226.47,210.83,198.36,149.69,113.50,63.03,27.97,-5.02,65.94,98.90,170.08,202.07,190.99,205.23
0.31,1.16,4.84,13.96,32.78,51.55,71.76,82.67,82.94,72.19,56.53,32.76,18.24,4.95,-0.42,2.29,2.22,12.58,35.27,77.13,89.86,131.48,127.67,124.48
